,job,education,housing,loan,y

31550,yes,yes,no,no,0

31551,yes,no,no,no,0

31552,yes,no,yes,no,0

31553,no,no,no,no,0

31554,no,no,no,no,0

31555,yes,no,yes,no,0

31556,yes,no,yes,yes,0

31557,yes,yes,no,no,0

31558,yes,yes,yes,no,0

31559,yes,no,no,no,0

31560,no,no,no,no,0

31561,yes,no,yes,yes,0

31562,yes,yes,yes,no,0

31563,no,yes,no,yes,0

31564,yes,no,no,no,0

31565,yes,yes,no,no,0

31566,yes,yes,no,no,0

31567,yes,yes,no,no,0

31568,yes,yes,no,no,0

31569,yes,yes,no,yes,1

31570,yes,no,yes,no,0

31571,no,yes,no,no,0

31572,yes,no,no,no,0

31573,yes,no,no,no,0

31574,yes,yes,yes,yes,0

31575,yes,no,yes,no,0

31576,no,no,no,yes,0

31577,yes,no,yes,no,0

31578,yes,no,no,no,0

31579,yes,no,no,no,0

31580,yes,no,yes,yes,0

31581,yes,no,yes,no,0

31582,yes,no,no,no,0

31583,yes,no,yes,no,0

31584,yes,yes,no,no,0

31585,yes,yes,yes,no,0

31586,yes,no,no,yes,0

31587,yes,yes,no,no,1

31588,yes,no,no,yes,0

31589,yes,yes,no,no,0

31590,yes,no,no,no,0

31591,no,no,yes,no,1

31592,yes,yes,yes,no,0

31593,no,yes,yes,no,0

31594,yes,no,yes,no,0

31595,yes,no,yes,no,0

31596,no,yes,yes,no,0

31597,yes,yes,no,no,0

31598,yes,no,yes,no,0

31599,yes,no,yes,no,0

31600,yes,no,yes,no,0

31601,yes,no,yes,no,0

31602,yes,no,yes,no,0

31603,yes,no,no,no,0

31604,yes,no,no,no,0

31605,yes,no,no,no,0

31606,yes,yes,no,no,0

31607,yes,yes,yes,no,0

31608,yes,yes,no,yes,0

31609,no,yes,yes,yes,0

31610,no,yes,yes,yes,0

31611,yes,no,no,no,0

31612,no,no,yes,no,1

31613,yes,no,yes,no,0

31614,yes,no,no,no,0

31615,yes,no,no,yes,0

31616,yes,no,no,no,0

31617,no,no,no,no,0

31618,yes,yes,no,no,0

31619,yes,no,no,no,0

31620,yes,yes,no,no,0

31621,yes,yes,no,no,0

31622,yes,yes,yes,no,0

31623,yes,yes,no,no,0

31624,no,yes,yes,no,0

31625,yes,yes,yes,yes,0

31626,yes,no,yes,no,0

31627,yes,yes,yes,no,0

31628,no,no,no,no,0

31629,yes,yes,no,no,1

31630,yes,yes,no,no,0

31631,yes,no,yes,no,0

31632,yes,no,yes,no,0

31633,yes,yes,no,no,1

31634,yes,yes,no,no,1

31635,yes,no,yes,no,0

31636,yes,yes,no,no,0

31637,yes,yes,yes,yes,0

31638,yes,yes,no,no,1

31639,no,yes,yes,no,1

31640,yes,yes,yes,no,0

31641,yes,no,no,no,0

31642,yes,no,yes,no,0

31643,yes,no,yes,no,0

31644,yes,yes,no,no,1

31645,no,no,no,no,1

31646,no,yes,no,no,0

31647,yes,yes,yes,yes,0

31648,yes,no,yes,no,1

31649,yes,no,yes,no,0

31650,yes,no,no,yes,0

31651,yes,yes,no,no,0

31652,yes,yes,yes,no,0

31653,no,no,yes,no,0

31654,yes,no,no,no,0

31655,yes,no,no,no,0

31656,yes,no,no,no,0

31657,yes,no,yes,no,0

31658,yes,yes,no,no,0

31659,yes,no,yes,no,0

31660,yes,no,no,yes,0

31661,no,yes,yes,yes,0

31662,yes,yes,yes,no,0

31663,yes,yes,yes,no,1

31664,no,no,yes,no,0

31665,yes,no,no,no,0

31666,yes,no,yes,no,0

31667,yes,yes,yes,no,0

31668,no,yes,no,yes,0

31669,yes,no,yes,yes,0

31670,yes,no,yes,yes,0

31671,yes,no,yes,yes,0

31672,yes,no,yes,no,0

31673,no,no,yes,no,0

31674,yes,yes,yes,no,1

31675,no,no,no,no,0

31676,yes,yes,yes,no,0

31677,yes,yes,yes,yes,0

31678,yes,no,yes,no,0

31679,yes,yes,no,no,0

31680,yes,yes,yes,yes,0

31681,no,no,no,no,0

31682,yes,no,yes,no,1

31683,no,no,no,no,0

31684,yes,yes,no,no,0

31685,yes,yes,yes,no,0

31686,yes,no,no,yes,0

31687,yes,no,no,no,0

31688,yes,no,yes,no,0

31689,yes,no,yes,no,0

31690,yes,yes,yes,no,0

31691,yes,no,yes,no,0

31692,yes,no,yes,no,0

31693,yes,yes,yes,yes,0

31694,yes,yes,no,no,1

31695,no,no,no,yes,0

31696,yes,no,yes,no,0

31697,yes,no,yes,no,0

31698,yes,yes,yes,no,1

31699,yes,no,no,no,0

31700,no,no,no,no,0

31701,yes,no,yes,no,0

31702,yes,yes,yes,no,0

31703,yes,no,no,no,0

31704,yes,no,no,no,0

31705,no,yes,yes,yes,0

31706,yes,no,yes,no,0

31707,yes,no,no,yes,0

31708,yes,no,yes,no,0

31709,yes,no,no,yes,0

31710,yes,no,no,no,0

31711,yes,no,yes,no,0

31712,yes,yes,no,no,0

31713,yes,yes,yes,yes,0

31714,yes,no,no,no,0

31715,yes,no,yes,no,0

31716,yes,yes,yes,no,0

31717,yes,yes,no,no,0

31718,no,yes,yes,no,1

31719,yes,no,no,no,0

31720,no,yes,yes,no,0

31721,yes,no,yes,no,0

31722,yes,no,yes,yes,0

31723,yes,no,no,no,0

31724,yes,no,yes,no,0

31725,no,no,no,no,0

31726,yes,no,yes,no,0

31727,yes,yes,no,no,0

31728,yes,yes,yes,no,0

31729,no,no,yes,no,0

31730,yes,no,yes,no,0

31731,yes,yes,yes,no,0

31732,yes,no,yes,no,0

31733,yes,yes,no,no,0

31734,yes,no,no,yes,0

31735,yes,yes,no,no,0

31736,yes,no,yes,no,0

31737,yes,yes,no,no,0

31738,yes,yes,yes,no,1

31739,yes,no,yes,yes,1

31740,no,yes,no,no,0

31741,yes,no,yes,no,0

31742,yes,yes,yes,yes,0

31743,yes,yes,yes,no,0

31744,yes,no,no,yes,0

31745,yes,yes,no,no,0

31746,yes,yes,no,no,0

31747,no,no,yes,no,0

31748,yes,yes,yes,no,0

31749,yes,no,yes,no,0

31750,yes,yes,yes,no,0

31751,yes,yes,yes,no,0

31752,yes,yes,yes,no,0

31753,yes,yes,yes,no,0

31754,yes,no,no,no,0

31755,yes,yes,yes,no,0

31756,no,no,no,no,0

31757,yes,yes,yes,no,0

31758,yes,no,no,no,0

31759,yes,yes,yes,no,0

31760,yes,no,yes,no,0

31761,yes,no,yes,no,0

31762,no,no,yes,yes,0

31763,yes,yes,no,no,0

31764,yes,no,yes,no,0

31765,no,no,no,no,0

31766,yes,yes,yes,no,0

31767,yes,yes,yes,no,0

31768,yes,no,no,no,1

31769,yes,no,yes,no,0

31770,yes,no,no,no,0

31771,yes,no,no,no,0

31772,yes,yes,no,no,0

31773,yes,yes,yes,no,0

31774,yes,yes,no,yes,0

31775,yes,no,yes,no,1

31776,yes,no,yes,yes,0

31777,yes,no,no,no,0

31778,yes,no,yes,no,0

31779,yes,yes,no,no,0

31780,yes,yes,yes,no,0

31781,yes,yes,no,no,0

31782,yes,yes,no,no,1

31783,yes,yes,yes,yes,0

31784,yes,yes,yes,no,0

31785,yes,yes,no,no,0

31786,yes,yes,yes,yes,0

31787,yes,yes,yes,yes,0

31788,yes,no,yes,yes,0

31789,no,yes,yes,no,0

31790,yes,no,yes,no,1

31791,yes,no,no,no,0

31792,yes,yes,no,yes,1

31793,yes,no,no,no,0

31794,no,no,no,yes,0

31795,no,yes,yes,yes,0

31796,yes,yes,no,no,0

31797,yes,yes,no,no,0

31798,yes,yes,yes,no,0

31799,yes,yes,no,no,0

31800,yes,no,yes,no,0

31801,yes,no,no,no,0

31802,yes,no,yes,no,0

31803,yes,yes,no,no,1

31804,yes,yes,no,no,0

31805,yes,no,no,no,0

31806,yes,no,no,no,0

31807,no,yes,no,no,0

31808,yes,no,yes,yes,0

31809,yes,no,no,yes,0

31810,yes,no,no,no,0

31811,yes,no,no,no,0

31812,yes,no,yes,no,0

31813,yes,yes,no,no,0

31814,yes,yes,yes,no,0

31815,no,yes,yes,no,1

31816,yes,no,yes,no,0

31817,yes,no,yes,no,0

31818,yes,yes,yes,yes,0

31819,yes,yes,yes,no,0

31820,yes,no,yes,no,0

31821,yes,yes,no,no,0

31822,yes,no,yes,no,0

31823,no,no,yes,no,0

31824,no,yes,no,no,0

31825,yes,yes,no,no,0

31826,no,no,yes,no,0

31827,yes,no,no,no,0

31828,yes,no,no,no,0

31829,no,yes,no,no,0

31830,yes,yes,yes,no,0

31831,yes,no,no,no,0

31832,yes,no,yes,no,0

31833,yes,no,yes,no,0

31834,yes,yes,yes,yes,0

31835,no,no,yes,no,0

31836,yes,no,no,no,0

31837,yes,yes,yes,no,1

31838,yes,yes,no,no,0

31839,yes,no,yes,no,0

31840,yes,no,yes,no,0

31841,yes,no,yes,no,0

31842,yes,yes,no,no,0

31843,yes,no,yes,no,0

31844,yes,no,yes,no,0

31845,yes,no,yes,no,0

31846,no,no,yes,no,0

31847,yes,yes,yes,no,0

31848,yes,yes,no,no,0

31849,no,no,yes,no,0

31850,yes,no,yes,no,0

31851,yes,no,no,yes,0

31852,yes,yes,no,yes,0

31853,yes,no,no,no,0

31854,yes,yes,yes,no,0

31855,yes,no,no,no,0

31856,yes,no,no,no,0

31857,yes,no,yes,no,0

31858,yes,no,yes,yes,0

31859,yes,no,yes,yes,0

31860,yes,no,no,no,0

31861,yes,yes,yes,no,0

31862,yes,no,no,no,0

31863,yes,yes,yes,no,0

31864,yes,no,no,no,0

31865,yes,no,no,no,0

31866,yes,yes,no,yes,0

31867,yes,no,no,no,0

31868,yes,no,yes,no,0

31869,yes,yes,no,yes,0

31870,yes,no,no,no,0

31871,yes,yes,no,yes,0

31872,yes,no,no,no,0

31873,yes,yes,yes,yes,0

31874,yes,yes,yes,no,0

31875,yes,no,yes,yes,0

31876,no,no,yes,no,0

31877,yes,no,yes,no,0

31878,yes,no,yes,no,0

31879,yes,yes,no,no,0

31880,yes,yes,no,no,0

31881,yes,no,yes,no,0

31882,yes,yes,no,no,0

31883,no,no,yes,no,0

31884,no,yes,yes,no,0

31885,yes,yes,no,no,0

31886,no,no,no,no,1

31887,yes,yes,yes,no,0

31888,no,yes,no,no,0

31889,yes,no,yes,no,0

31890,yes,yes,no,no,0

31891,yes,no,yes,no,0

31892,no,yes,no,no,1

31893,yes,yes,no,no,0

31894,yes,no,yes,yes,0

31895,yes,yes,yes,no,0

31896,yes,no,yes,no,0

31897,yes,yes,no,no,0

31898,yes,no,yes,no,0

31899,yes,no,yes,no,0

31900,no,no,no,no,0

31901,yes,no,yes,no,0

31902,yes,yes,yes,no,0

31903,yes,yes,no,no,0

31904,yes,yes,yes,no,0

31905,no,yes,yes,no,0

31906,yes,yes,no,no,1

31907,no,yes,yes,no,0

31908,yes,yes,yes,no,0

31909,yes,no,no,no,0

31910,yes,yes,yes,yes,0

31911,no,yes,no,no,0

31912,yes,no,yes,no,0

31913,yes,yes,no,no,0

31914,yes,no,yes,no,0

31915,yes,no,no,no,0

31916,yes,yes,yes,no,1

31917,yes,yes,no,no,0

31918,yes,yes,yes,yes,0

31919,yes,yes,no,no,0

31920,yes,yes,no,no,0

31921,no,yes,no,no,0

31922,yes,no,no,no,0

31923,yes,yes,yes,no,1

31924,yes,yes,no,no,0

31925,yes,no,yes,no,0

31926,yes,no,yes,no,0

31927,yes,yes,no,no,0

31928,yes,no,no,no,0

31929,yes,no,yes,no,0

31930,yes,yes,no,no,0

31931,yes,no,yes,no,0

31932,yes,yes,yes,no,0

31933,yes,yes,no,no,0

31934,yes,yes,no,no,0

31935,yes,no,yes,no,0

31936,yes,yes,yes,no,0

31937,yes,yes,no,no,0

31938,yes,no,no,no,0

31939,yes,yes,yes,no,0

31940,no,yes,no,no,0

31941,yes,yes,yes,yes,0

31942,yes,yes,no,no,1

31943,yes,no,yes,no,0

31944,yes,no,no,no,0

31945,yes,no,no,no,0

31946,yes,no,yes,yes,0

31947,yes,no,yes,no,0

31948,no,no,no,yes,0

31949,yes,no,no,no,0

31950,yes,yes,yes,no,0

31951,yes,yes,yes,no,0

31952,no,yes,no,no,0

31953,yes,yes,yes,no,0

31954,yes,yes,no,no,0

31955,yes,no,yes,no,0

31956,no,no,no,no,0

31957,no,no,no,no,0

31958,yes,no,yes,no,0

31959,yes,no,no,no,0

31960,yes,no,yes,no,0

31961,yes,no,no,no,0

31962,yes,yes,yes,no,0

31963,yes,no,yes,no,1

31964,yes,no,yes,no,0

31965,yes,yes,yes,no,0

31966,yes,no,no,no,0

31967,yes,no,yes,yes,0

31968,yes,yes,yes,yes,0

31969,yes,no,yes,no,0

31970,no,no,yes,no,0

31971,yes,yes,no,no,0

31972,yes,yes,yes,yes,0

31973,yes,yes,no,no,0

31974,no,no,yes,no,0

31975,yes,no,yes,no,0

31976,yes,no,no,no,0

31977,yes,no,no,no,1

31978,yes,no,no,no,0

31979,yes,no,no,no,0

31980,yes,no,yes,no,0

31981,yes,no,yes,yes,0

31982,yes,no,yes,no,0

31983,yes,no,no,no,0

31984,yes,yes,no,no,0

31985,yes,no,no,no,0

31986,yes,no,no,no,0

31987,yes,yes,yes,no,0

31988,no,no,no,no,0

31989,no,yes,no,no,0

31990,yes,no,yes,no,0

31991,no,yes,yes,yes,0

31992,yes,no,yes,no,0

31993,yes,yes,no,no,0

31994,yes,yes,no,no,0

31995,no,yes,yes,no,0

31996,yes,yes,no,no,0

31997,no,no,yes,no,0

31998,yes,yes,no,no,0

31999,yes,no,yes,yes,0

32000,yes,no,yes,no,1

32001,no,yes,no,no,0

32002,yes,no,yes,no,0

32003,yes,yes,yes,yes,0

32004,yes,no,yes,no,0

32005,no,no,no,no,0

32006,yes,no,no,no,0

32007,yes,yes,yes,no,0

32008,yes,no,no,no,0

32009,yes,yes,no,no,0

32010,yes,yes,yes,no,0

32011,yes,no,no,no,1

32012,yes,no,yes,no,0

32013,yes,yes,no,no,1

32014,yes,yes,yes,no,0

32015,yes,no,no,no,0

32016,no,yes,yes,no,0

32017,yes,no,no,no,0

32018,yes,yes,yes,yes,0

32019,yes,yes,yes,yes,0

32020,yes,yes,yes,no,0

32021,yes,yes,no,no,0

32022,yes,yes,yes,no,0

32023,yes,yes,no,no,1

32024,no,no,no,no,0

32025,yes,yes,yes,yes,0

32026,yes,yes,no,no,0

32027,yes,no,yes,no,0

32028,yes,yes,no,no,0

32029,yes,no,yes,yes,0

32030,yes,no,yes,no,0

32031,yes,no,yes,yes,0

32032,yes,no,yes,no,0

32033,no,no,yes,no,0

32034,yes,yes,no,no,0

32035,yes,yes,yes,no,0

32036,no,yes,no,no,0

32037,yes,no,yes,no,0

32038,no,no,yes,no,0

32039,yes,yes,no,no,0

32040,yes,no,yes,no,0

32041,yes,no,yes,no,1

32042,yes,yes,yes,yes,0

32043,yes,yes,yes,no,0

32044,yes,yes,no,no,0

32045,yes,yes,yes,no,0

32046,yes,yes,yes,yes,1

32047,yes,no,no,no,0

32048,yes,yes,yes,no,0

32049,no,no,yes,no,0

32050,yes,yes,yes,no,0

32051,yes,no,no,no,0

32052,no,yes,yes,no,0

32053,yes,no,yes,no,0

32054,no,yes,yes,yes,0

32055,yes,yes,yes,no,0

32056,yes,yes,no,no,0

32057,yes,no,yes,no,0

32058,yes,yes,yes,no,0

32059,yes,no,yes,yes,0

32060,yes,no,no,no,0

32061,no,no,no,no,0

32062,yes,yes,no,no,1

32063,yes,yes,yes,no,0

32064,yes,yes,no,no,0

32065,yes,no,no,no,0

32066,yes,yes,no,no,0

32067,yes,yes,no,no,0

32068,yes,no,no,no,1

32069,yes,yes,yes,no,0

32070,yes,no,yes,no,0

32071,yes,no,yes,no,0

32072,yes,yes,yes,no,0

32073,yes,no,no,no,0

32074,yes,no,yes,no,1

32075,no,yes,yes,no,0

32076,yes,no,yes,no,0

32077,no,no,yes,no,0

32078,no,no,yes,no,0

32079,yes,no,no,no,0

32080,yes,yes,yes,yes,0

32081,no,no,no,no,0

32082,yes,no,yes,yes,0

32083,yes,yes,no,yes,0

32084,yes,no,no,no,0

32085,yes,no,yes,no,1

32086,yes,no,no,no,0

32087,yes,no,yes,no,0

32088,yes,no,no,no,0

32089,yes,yes,yes,no,0

32090,yes,yes,yes,no,0

32091,yes,no,no,no,0

32092,yes,no,yes,no,0

32093,yes,yes,yes,no,0

32094,yes,yes,yes,yes,0

32095,yes,yes,no,yes,0

32096,yes,yes,yes,no,0

32097,yes,yes,yes,no,0

32098,yes,no,no,no,0

32099,yes,no,no,no,0

32100,no,yes,no,no,0

32101,yes,yes,yes,no,0

32102,yes,yes,yes,no,0

32103,yes,no,no,yes,0

32104,yes,yes,no,no,0

32105,yes,yes,yes,no,0

32106,yes,yes,no,no,1

32107,yes,no,no,no,0

32108,yes,yes,no,no,0

32109,yes,yes,no,no,1

32110,yes,no,yes,no,0

32111,yes,no,no,no,0

32112,yes,no,no,no,0

32113,yes,no,no,yes,0

32114,yes,yes,no,no,0

32115,no,yes,yes,no,0

32116,yes,yes,no,no,0

32117,no,no,no,no,0

32118,yes,yes,no,no,0

32119,yes,no,no,no,0

32120,yes,no,no,no,0

32121,yes,yes,yes,yes,0

32122,yes,yes,yes,no,0

32123,yes,yes,no,no,0

32124,yes,no,no,no,0

32125,yes,no,no,no,0

32126,yes,no,no,yes,1

32127,yes,no,yes,no,0

32128,no,yes,yes,no,0

32129,yes,no,yes,no,0

32130,yes,no,no,no,0

32131,no,yes,no,no,1

32132,yes,no,yes,no,0

32133,no,no,yes,yes,1

32134,yes,yes,yes,no,0

32135,yes,no,no,no,0

32136,yes,yes,yes,yes,0

32137,no,yes,yes,no,0

32138,no,yes,no,no,0

32139,yes,no,yes,no,0

32140,yes,yes,no,no,0

32141,yes,no,no,no,0

32142,yes,no,no,no,0

32143,yes,yes,no,no,1

32144,yes,yes,yes,no,0

32145,yes,no,yes,no,0

32146,yes,yes,no,no,0

32147,yes,no,no,no,0

32148,no,yes,no,no,1

32149,yes,no,no,no,0

32150,yes,no,yes,no,1

32151,yes,yes,no,no,0

32152,yes,yes,yes,no,0

32153,yes,no,yes,no,0

32154,yes,yes,yes,no,0

32155,yes,no,yes,no,0

32156,yes,no,yes,no,1

32157,yes,no,yes,no,0

32158,yes,no,yes,no,0

32159,yes,yes,no,no,0

32160,yes,no,no,no,0

32161,yes,no,no,no,1

32162,yes,yes,yes,no,0

32163,yes,yes,no,no,0

32164,yes,yes,yes,yes,0

32165,yes,no,yes,yes,0

32166,no,no,no,no,0

32167,yes,no,yes,no,0

32168,no,yes,no,no,0

32169,yes,yes,no,no,0

32170,yes,no,no,no,0

32171,yes,no,yes,no,0

32172,yes,no,no,no,0

32173,yes,yes,no,no,0

32174,yes,no,yes,no,0

32175,yes,no,no,no,0

32176,yes,no,yes,no,0

32177,yes,no,no,no,0

32178,yes,no,no,no,0

32179,no,yes,yes,no,0

32180,yes,yes,no,no,0

32181,yes,yes,yes,no,1

32182,yes,yes,yes,no,0

32183,yes,no,no,no,1

32184,yes,no,no,no,0

32185,yes,yes,no,no,1

32186,yes,no,yes,no,0

32187,yes,yes,yes,no,0

32188,yes,yes,no,no,0

32189,yes,yes,yes,no,0

32190,yes,no,yes,no,0

32191,no,yes,yes,no,1

32192,yes,no,yes,yes,0

32193,yes,yes,yes,no,0

32194,no,yes,yes,no,0

32195,yes,no,yes,no,0

32196,yes,yes,yes,no,0

32197,yes,yes,yes,no,0

32198,yes,no,yes,no,0

32199,yes,no,no,no,1

32200,no,no,yes,no,1

32201,yes,yes,no,no,0

32202,yes,no,yes,no,0

32203,yes,no,no,no,0

32204,yes,yes,yes,yes,0

32205,yes,no,yes,no,0

32206,yes,no,yes,no,1

32207,yes,yes,no,yes,0

32208,yes,yes,yes,no,0

32209,no,no,no,no,0

32210,yes,no,no,no,0

32211,yes,no,yes,no,1

32212,yes,yes,yes,no,1

32213,yes,no,no,no,0

32214,yes,no,yes,no,0

32215,yes,no,no,yes,0

32216,yes,yes,no,no,0

32217,yes,yes,yes,no,0

32218,yes,yes,no,no,0

32219,yes,yes,no,no,0

32220,yes,yes,no,no,0

32221,yes,yes,no,yes,1

32222,yes,no,yes,no,0

32223,yes,no,no,no,0

32224,yes,no,yes,no,0

32225,yes,no,no,no,0

32226,yes,yes,yes,no,0

32227,yes,yes,no,no,0

32228,yes,no,yes,no,0

32229,no,no,no,no,0

32230,no,yes,yes,no,1

32231,yes,no,no,yes,0

32232,yes,yes,yes,yes,0

32233,yes,no,no,no,1

32234,yes,yes,no,yes,0

32235,yes,yes,no,no,0

32236,yes,yes,no,no,1

32237,yes,no,yes,no,1

32238,yes,yes,yes,no,0

32239,yes,yes,yes,no,1

32240,yes,yes,yes,no,0

32241,yes,no,yes,yes,0

32242,yes,yes,no,no,0

32243,yes,yes,yes,no,0

32244,yes,yes,yes,no,0

32245,yes,yes,yes,yes,0

32246,yes,no,yes,no,0

32247,yes,yes,no,yes,0

32248,yes,no,yes,no,0

32249,yes,yes,yes,no,0

32250,yes,no,no,no,0

32251,yes,yes,no,no,0

32252,yes,no,no,no,0

32253,yes,yes,no,yes,0

32254,no,yes,no,yes,0

32255,yes,no,yes,no,0

32256,yes,yes,yes,no,0

32257,yes,yes,yes,no,0

32258,yes,yes,yes,yes,0

32259,yes,yes,yes,no,0

32260,no,no,no,no,0

32261,yes,no,yes,no,0

32262,yes,no,no,no,0

32263,yes,no,yes,no,0

32264,yes,no,yes,yes,0

32265,yes,no,yes,yes,0

32266,yes,no,yes,no,0

32267,yes,yes,yes,no,1

32268,yes,no,no,no,0

32269,yes,no,no,no,0

32270,yes,no,no,no,0

32271,yes,no,no,no,0

32272,yes,no,no,no,1

32273,yes,no,yes,no,0

32274,no,yes,yes,no,0

32275,yes,no,no,no,0

32276,yes,no,no,yes,1

32277,yes,no,no,yes,0

32278,yes,yes,no,yes,0

32279,yes,no,no,no,1

32280,yes,no,yes,no,0

32281,yes,yes,yes,no,0

32282,yes,yes,yes,no,0

32283,yes,no,no,no,0

32284,yes,no,no,no,0

32285,yes,no,yes,no,0

32286,yes,no,yes,no,0

32287,yes,yes,no,yes,0

32288,yes,yes,yes,yes,0

32289,no,no,yes,no,0

32290,no,no,no,no,1

32291,no,no,yes,no,0

32292,yes,yes,no,no,0

32293,yes,yes,yes,no,0

32294,no,no,yes,no,0

32295,yes,no,no,no,0

32296,yes,yes,no,no,0

32297,yes,no,no,yes,0

32298,yes,yes,no,no,0

32299,yes,yes,no,no,0

32300,yes,no,no,no,0

32301,yes,no,yes,no,0

32302,yes,no,yes,no,0

32303,yes,yes,yes,no,0

32304,yes,no,yes,no,0

32305,yes,yes,no,no,0

32306,yes,no,yes,no,0

32307,yes,yes,yes,no,0

32308,yes,yes,no,no,0

32309,yes,yes,yes,no,0

32310,yes,yes,no,no,0

32311,yes,yes,no,no,0

32312,yes,yes,yes,no,0

32313,no,yes,no,no,1

32314,no,yes,no,no,0

32315,yes,no,no,no,0

32316,yes,no,no,yes,0

32317,yes,yes,yes,yes,0

32318,yes,yes,no,no,0

32319,yes,no,no,no,0

32320,yes,yes,yes,no,0

32321,yes,no,no,no,1

32322,no,no,no,no,0

32323,yes,no,no,no,0

32324,yes,no,yes,yes,0

32325,yes,no,yes,yes,0

32326,no,yes,yes,no,0

32327,yes,no,no,no,0

32328,yes,no,no,yes,0

32329,yes,yes,no,no,1

32330,yes,no,no,no,0

32331,yes,no,yes,yes,0

32332,yes,no,no,no,0

32333,yes,no,yes,no,0

32334,yes,no,yes,yes,0

32335,no,no,yes,no,0

32336,yes,yes,yes,no,0

32337,yes,no,yes,no,0

32338,yes,no,no,no,0

32339,yes,yes,yes,yes,0

32340,no,no,no,no,0

32341,yes,no,no,no,0

32342,yes,no,yes,no,0

32343,yes,yes,yes,yes,1

32344,yes,yes,yes,no,1

32345,yes,yes,no,no,1

32346,no,yes,no,no,0

32347,yes,yes,yes,yes,0

32348,yes,yes,no,no,0

32349,yes,yes,yes,no,0

32350,yes,no,no,yes,0

32351,yes,no,no,no,1

32352,no,yes,yes,no,0

32353,yes,no,yes,no,0

32354,no,yes,yes,no,0

32355,yes,no,no,no,0

32356,no,no,yes,no,0

32357,no,no,yes,yes,0

32358,yes,yes,no,no,0

32359,yes,no,no,no,0

32360,yes,no,yes,no,0

32361,yes,no,yes,no,1

32362,yes,no,yes,no,0

32363,yes,no,no,no,0

32364,yes,no,no,no,1

32365,yes,no,no,no,0

32366,yes,no,no,no,0

32367,yes,yes,no,no,0

32368,yes,no,yes,no,0

32369,yes,no,no,no,0

32370,yes,no,yes,yes,0

32371,yes,yes,no,yes,0

32372,yes,yes,no,no,0

32373,no,no,yes,no,0

32374,yes,no,no,yes,0

32375,yes,yes,yes,no,0

32376,yes,no,no,no,0

32377,yes,yes,yes,no,0

32378,yes,no,yes,no,0

32379,yes,no,yes,no,0

32380,yes,no,yes,no,0

32381,yes,no,no,yes,0

32382,yes,no,yes,no,0

32383,no,no,no,no,0

32384,no,yes,yes,yes,0

32385,yes,no,yes,no,0

32386,yes,no,no,no,0

32387,yes,yes,no,no,0

32388,yes,no,yes,no,0

32389,yes,no,no,no,1

32390,yes,no,no,no,0

32391,yes,no,no,no,0

32392,yes,no,yes,no,0

32393,yes,yes,yes,no,0

32394,yes,yes,yes,no,0

32395,yes,no,no,no,1

32396,no,yes,yes,no,1

32397,no,no,no,no,0

32398,no,yes,yes,no,0

32399,yes,no,no,no,1

32400,yes,yes,no,no,0

32401,yes,yes,yes,no,0

32402,yes,no,no,no,0

32403,yes,no,no,no,0

32404,yes,yes,yes,no,0

32405,yes,yes,yes,no,0

32406,yes,no,no,no,0

32407,yes,yes,yes,no,0

32408,no,no,no,no,0

32409,yes,yes,yes,no,1

32410,yes,yes,yes,yes,0

32411,yes,no,no,yes,0

32412,yes,no,no,no,0

32413,yes,no,no,no,0

32414,yes,yes,yes,no,0

32415,yes,no,yes,no,0

32416,yes,yes,yes,no,0

32417,yes,yes,no,no,0

32418,yes,yes,no,no,0

32419,yes,yes,no,no,0

32420,yes,yes,no,no,0

32421,yes,no,no,no,1

32422,yes,no,no,yes,0

32423,yes,no,no,no,0

